Frame Rate:,25.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
1,00:00:00.040,0.16691080729166666,0.11981879340277778,0.06901041666666667,0.3119032118055556
2,00:00:00.080,0.05911820023148148,0.06076388888888889,0.020779079861111112,0.09581163194444445
3,00:00:00.120,0.09294524016203703,0.04836697048611111,0.04698350694444445,0.18348524305555555
4,00:00:00.160,1.5633138020833333,1.2818467881944444,0.8613552517361112,2.5467393663194446
5,00:00:00.200,1.0747974537037037,1.0107693142361112,0.4718695746527778,1.7417534722222223
6,00:00:00.240,0.9397153501157408,0.8553059895833334,0.4267849392361111,1.5370551215277777
7,00:00:00.280,0.4682798032407407,0.4341634114583333,0.2175021701388889,0.753173828125
8,00:00:00.320,0.917236328125,0.8693033854166666,0.3603515625,1.5220540364583333
9,00:00:00.360,1.1837384259259258,1.0337456597222223,0.5492621527777778,1.9682074652777777
10,00:00:00.400,1.885941116898148,1.6026204427083333,1.0176595052083333,3.0375434027777777
11,00:00:00.440,0.6297833478009259,0.6490342881944444,0.2368435329861111,1.0034722222222223
12,00:00:00.480,3.784405743634259,3.7584906684027777,1.0518663194444444,6.542860243055555
13,00:00:00.520,2.516429759837963,1.6673177083333333,1.5150824652777777,4.366889105902778
14,00:00:00.560,2.6782497829861107,1.9621310763888888,1.4726019965277777,4.600016276041667
15,00:00:00.600,2.7567003038194446,2.0059678819444446,1.5625271267361112,4.701605902777778
16,00:00:00.640,2.9414966724537037,2.1204155815972223,1.6747504340277777,5.029324001736111
17,00:00:00.680,2.9125524450231475,2.2098795572916665,1.6134440104166667,4.914333767361111
18,00:00:00.720,2.658329716435185,2.0353190104166665,1.394287109375,4.545383029513889
19,00:00:00.760,2.7332356770833335,2.1011827256944446,1.4707302517361112,4.627794053819445
20,00:00:00.800,3.0991934317129632,2.1912706163194446,2.0738118489583335,5.032497829861111
21,00:00:00.840,3.2667733651620368,2.509548611111111,2.0813530815972223,5.209418402777778
22,00:00:00.880,3.0135091145833335,2.5685492621527777,1.6963704427083333,4.775607638888889
23,00:00:00.920,2.2660047743055554,1.8856608072916667,1.0265842013888888,3.885769314236111
24,00:00:00.960,3.983832465277778,4.525092230902778,0.5621202256944444,6.864284939236111
25,00:00:01.000,2.9037633825231484,2.4871690538194446,1.3142903645833333,4.909830729166667
26,00:00:01.040,1.8352683738425926,1.5900336371527777,0.9446343315972222,2.9711371527777777
27,00:00:01.080,1.7127278645833333,1.4998914930555556,0.9645182291666666,2.6737738715277777
28,00:00:01.120,0.504367404513889,0.4543185763888889,0.1708984375,0.8878851996527778
29,00:00:01.160,1.1969401041666667,1.1776529947916667,0.6284450954861112,1.7847222222222223
30,00:00:01.200,2.3289388020833335,2.236056857638889,1.1541612413194444,3.5965983072916665
31,00:00:01.240,1.7877423321759258,1.6033257378472223,1.0337727864583333,2.7261284722222223
32,00:00:01.280,0.7166160300925926,0.6829427083333334,0.2685275607638889,1.1983778211805556
33,00:00:01.320,1.8781557436342593,1.5256076388888888,1.15625,2.952609592013889
34,00:00:01.360,1.9835702401620372,1.919677734375,1.0444878472222223,2.986545138888889
35,00:00:01.400,2.6570728443287037,2.198215060763889,1.4947102864583333,4.278293185763889
36,00:00:01.440,4.016918041087963,4.947075737847222,0.5475802951388888,6.556098090277778
37,00:00:01.480,1.458251953125,1.2579210069444444,0.8353407118055556,2.281494140625
38,00:00:01.520,1.1994990596064814,1.1617024739583333,0.5521647135416666,1.8846299913194444
39,00:00:01.560,1.5643265335648147,1.4610731336805556,0.7564290364583334,2.4754774305555554
40,00:00:01.600,1.570954499421296,1.6004774305555556,0.7020399305555556,2.4103461371527777
